"","SEX","ENGLISH.FREQUENCY.AT.HOME","BOOKS.AT.HOME","HAVE.CALCULATOR","HAVE.COMPUTER","STUDY.DESK","DICTIONARY","INTERNET.CONECTION","ENCYCLOPEDIA","GAME.CONSOLE","VCR.DVD.PLAYER","THREE.OR.MORE.VEHICLES","USUALLY.DO.WELL.IN.MATH","WOULD.LIKE.TO.DO.MORE.MATH.IN.SCHOOL","MATH.HARDER.FOR.ME","ENJOY.LEARNING.MATH","JUST.NOT.GOOD.AT.MATH","LEARN.MATH.QUICK","MATH.IS.BORING","I.LIKE.MATH","PRACTICE.MATH.WO.CALCULATOR","WORK.ON.FRACTIONS.AND.DECIMALS","MEASURE.THINGS.AORUND.SCHOOL","MAKE.TABLES.CHARRTS","LEARN.ABOUT.SHAPE","MEMORIZE.HOW.TO.WORK.PROBLEMS","WORK.WITH.OTHER.STUDENTS","EXPLAIN.MATH.ANSWER","WORK.MATH.ON.OWN","USE.CALCULATOR.IN.MATH","USE.COMPUTER.IN.MATH","THINK.DO.WELL.IN.SCIENCE","WOULD.LIKE.TO.DO.MORE.SCIENCE","SCIENCE.HARDER.FOR.ME","ENJOY.LEARNING.SCIENCE","JUST.NOT.GOOD.AT.SCIENCE","LEARN.SCIENCE.QUICK","SCIENCE.IS.BORING","LIKE.SCIENCE","LOOK.AT.WEATHER.OR.PLANT.AND.WRITE","WATCH.TEACHER.DO.SCIENCE.EXPERIMENT","DESIGN.OR.PLAN.SCIENCE.EXPERIMENT","DO.SCIENCE.EXPERIMENT.IN.CLASS","WORK.WITH.OTHER.STUDENTS.IN.SCIENCE.EXPERIMENT","READ.BOOKS.ABOUT.SCIENCE","MEMORIZE.SCIENCE.FACTS","WRITE.EXPANATION.FOR.SOMETHING.IN.SCIENCE","WORK.SCIENCE.ON.OWN","USE.COMPUTER.IN.SCIENCE","EVER.USE.A.COMPUTER","USE.COMPUTER.FOR.MATH","USE.COMPUTER.FOR.SCIENCE","LIKE.BEING.IN.SCHOOL","MOST.STUDENTS.TRY.BEST","MOST.TEACHERS.WANT.STUDENTS.TO.DO.BEST","SPEND.TIME.ON.TV.VIDEOS","SPEND.TIME.ON.COMPUTER.GAMES","SPEND.TIME.ON.HANGING.OUT","SPEND.TIME.ON.CHORES","SPEND.TIME.TO.PLAY.SPORTS","SPEND.TIME.TO.READ.BOOK.ENJOYMENT","SPEND.TIME.ON.INTERNET","SPEND.TIME.ON.HW","OFTEN.IN.MATH.HW","MINUTES.IN.MATH.HW","OFTEN.HW.IN.SCIENCE","MINUTES.ON.SCIENCE.HW","BORN.IN.USA","PARENTS.BORN.IN.COUNTRY","COMPUTER.USE","RACE","LANGUAGE.AT.HOME","AGE.OF.STUDENT","EXCELLENCE"
"10",1,1,2,1,1,9,2,1,2,1,1,2,2,4,3,4,3,3,1,4,3,2,3,3,3,2,3,9,3,4,4,1,1,4,1,4,1,4,1,2,3,2,2,2,1,1,2,1,4,1,5,5,2,1,1,3,4,3,2,3,2,4,2,1,2,4,2,1,1,1,1,9,9.666666667,3
"7818",1,3,2,1,2,1,1,2,2,1,1,1,9,1,4,1,4,2,4,1,4,2,3,1,1,1,1,1,2,3,1,2,1,3,1,4,2,4,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,4,3,5,3,4,3,3,3,1,2,1,2,1,3,3,3,1,10.08333333,2
"3178",2,1,3,1,1,1,1,1,2,1,1,2,1,3,4,3,4,1,2,2,2,2,4,2,2,2,3,1,1,3,3,1,1,4,1,4,1,3,1,2,2,2,1,2,3,1,1,1,2,1,4,4,1,2,1,3,3,3,2,2,2,2,2,3,3,4,3,1,1,1,1,9,10.41666667,3
"6344",1,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,4,1,4,1,1,1,4,4,3,2,4,4,1,4,4,1,2,4,1,4,1,4,1,3,3,4,4,3,2,3,4,1,4,1,5,5,1,1,1,1,1,3,4,1,5,1,2,2,3,3,2,1,3,3,4,2,10.41666667,3
"2343",2,3,2,1,2,2,2,2,2,1,2,2,1,1,3,1,4,2,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,2,1,4,1,1,1,4,1,1,2,1,1,1,1,2,2,1,3,4,1,2,3,99,2,2,2,9,1,3,1,10.83333333,1
"223",1,1,4,1,1,1,1,1,2,1,1,1,2,1,4,1,4,2,4,1,1,1,3,2,2,1,3,2,2,4,4,2,3,3,3,3,2,1,4,2,2,2,1,2,3,2,2,2,4,1,5,5,2,1,1,4,3,3,2,4,2,3,2,1,2,1,2,1,1,1,1,9,10,3
"1345",2,1,3,1,2,1,1,2,2,1,1,2,1,2,2,1,4,2,4,1,1,3,3,3,3,1,3,1,2,4,4,3,3,2,2,2,3,4,3,2,3,3,3,2,3,2,3,3,4,1,5,3,2,1,1,3,1,3,2,3,2,1,2,3,3,5,96,1,1,3,1,9,10.41666667,3
"3523",2,1,3,1,1,1,1,1,2,1,1,2,1,1,4,1,4,1,4,1,1,1,3,1,1,1,3,2,2,3,4,1,1,4,1,4,1,4,1,3,2,3,3,3,1,1,1,1,4,1,4,4,1,2,1,4,4,4,5,5,2,3,2,3,3,3,3,1,1,1,1,9,11.16666667,2
"3576",1,1,5,1,1,1,1,1,1,1,1,2,1,2,4,2,4,1,3,2,1,2,3,3,3,1,1,1,3,3,4,1,1,4,1,4,1,4,1,3,1,3,1,1,1,1,2,2,3,1,5,5,1,1,1,3,4,2,4,1,5,4,2,2,4,4,3,1,1,1,1,9,10.41666667,3
"613",1,1,4,1,1,1,1,1,2,2,1,2,1,3,4,2,4,1,4,1,2,3,3,3,3,1,3,1,1,4,4,2,3,1,2,4,2,4,2,3,3,3,3,2,2,1,1,1,4,1,4,4,1,2,1,3,1,2,2,3,2,1,3,1,3,4,3,1,1,1,1,9,9.666666667,3
"2420",1,3,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,4,1,1,1,1,2,2,1,1,3,1,2,3,1,1,4,1,4,1,4,1,3,1,4,1,1,3,1,3,3,4,1,4,9,1,1,1,1,1,2,5,3,5,5,5,1,3,4,3,1,3,2,3,1,11.33333333,1
"2469",2,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,2,3,4,4,2,1,1,1,1,1,2,3,2,1,1,1,2,3,2,4,2,2,2,2,1,2,1,2,4,3,4,3,1,1,1,1,2,2,2,5,5,5,1,5,1,5,2,1,2,2,2,1,1,1,1,9,10.75,2
"5446",1,1,5,1,1,1,1,2,2,2,1,2,2,2,4,2,9,2,3,2,1,2,3,3,3,2,3,3,2,3,4,2,2,4,2,4,2,3,2,2,3,3,3,2,2,2,1,1,4,1,5,5,2,2,1,1,1,2,4,2,5,1,2,2,2,3,2,1,2,3,1,9,10.16666667,3
"1923",1,1,4,1,1,1,1,1,1,1,1,2,2,4,2,4,2,2,1,4,2,2,3,3,2,1,3,2,2,3,4,2,4,2,4,2,2,1,4,3,3,3,3,4,2,3,3,2,4,1,5,3,3,1,1,4,2,4,3,2,4,2,3,3,5,3,3,1,1,1,1,9,10.16666667,2
"5447",1,1,3,1,1,1,1,1,2,2,1,1,1,2,2,1,4,1,4,1,1,1,1,2,3,1,1,2,1,1,3,1,2,3,2,4,1,4,2,4,1,1,1,1,3,1,2,1,4,1,9,9,2,1,2,2,2,2,3,4,3,2,3,9,99,9,99,1,1,9,1,9,9.416666667,2
"1607",1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,4,1,1,1,9,2,1,1,1,1,1,4,1,1,2,4,1,4,2,3,1,1,1,9,1,1,1,1,1,2,2,1,1,2,1,1,1,4,3,2,2,5,4,3,4,2,3,5,96,2,3,1,7,2,10.5,2
"3764",2,1,2,1,1,1,1,1,2,1,1,2,1,2,4,1,4,1,4,1,1,1,4,2,1,1,3,1,1,4,4,4,2,2,3,2,2,3,3,4,1,1,1,1,3,2,2,1,4,1,5,5,1,1,2,3,1,5,5,5,2,1,3,1,3,4,2,1,2,2,2,9,9.833333333,1
"1503",2,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,4,1,1,1,3,3,2,2,1,2,3,4,4,2,1,4,1,4,1,4,1,3,3,3,2,1,1,1,2,3,4,1,5,5,1,1,1,5,5,4,1,5,3,5,5,2,2,5,96,2,1,1,1,2,10.08333333,2
"3315",1,4,2,1,1,1,1,1,2,1,1,2,1,1,4,2,3,1,2,2,3,1,3,3,4,1,3,3,3,3,4,4,2,1,3,2,3,3,2,4,3,3,3,3,1,3,3,3,4,1,5,5,2,2,1,2,1,1,2,3,1,1,2,2,2,4,3,2,3,1,1,2,9.916666667,2
"2172",2,2,3,1,1,1,2,1,2,1,1,2,1,3,4,2,4,4,4,1,1,1,3,4,1,1,3,4,3,4,4,1,1,4,1,4,2,4,1,4,1,4,1,4,4,2,4,1,3,1,5,2,2,1,1,2,2,4,2,1,2,2,3,3,3,5,96,1,1,2,3,1,10.75,2
"5151",1,1,5,1,1,1,1,1,1,1,1,1,1,2,3,1,4,1,4,1,1,3,3,1,2,1,2,1,2,3,3,1,2,3,1,4,1,4,1,1,1,2,2,2,1,2,1,2,3,1,3,3,1,1,1,2,2,2,2,4,3,2,2,4,2,4,2,1,1,1,1,9,9.833333333,1
"6046",2,1,1,1,1,2,2,1,2,1,1,2,1,3,4,3,4,2,2,2,3,2,4,3,3,2,3,3,2,4,4,2,3,3,3,4,2,3,3,4,3,3,4,3,4,3,4,2,4,1,4,5,3,2,1,5,2,3,1,1,1,1,2,3,2,9,3,1,1,1,3,1,9.833333333,3
"6119",1,1,2,2,2,1,1,2,1,2,1,1,1,3,4,2,4,1,3,2,1,2,4,3,3,1,2,1,1,4,4,1,1,4,1,4,1,4,1,2,3,3,2,3,2,2,2,2,4,1,2,3,1,1,1,5,1,5,1,2,3,1,3,3,3,5,96,1,1,4,2,9,10.83333333,1
"6407",2,2,9,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,4,4,1,3,4,2,1,2,4,1,4,2,3,1,3,2,4,4,2,2,1,1,1,2,4,3,2,4,3,2,4,1,2,2,2,4,2,2,4,2,5,2,3,9,1,1,6,1,6,2,1,3,6,9,10.41666667,1
"6725",2,2,3,1,1,1,1,1,1,1,1,1,1,2,4,1,4,1,4,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,1,2,1,1,2,1,2,3,1,2,1,2,1,2,1,1,1,2,4,1,1,3,2,1,1,1,1,1,1,1,2,5,96,2,3,1,3,1,9.583333333,2
"4971",2,1,4,1,1,1,1,1,1,1,1,1,3,1,4,2,4,3,4,2,3,1,4,3,3,1,3,4,2,3,4,1,1,4,1,4,1,4,1,4,4,4,2,2,3,4,2,1,4,1,3,5,1,2,1,2,3,3,2,4,4,3,2,5,96,5,96,1,1,1,1,9,10.08333333,3
"4594",1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,3,1,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,2,4,4,1,4,1,1,1,1,1,4,4,1,2,5,1,1,1,2,2,2,2,3,2,2,2,4,2,2,2,1,2,1,2,9,10,1
"1913",2,1,1,1,1,2,1,1,1,1,1,1,2,3,4,3,3,2,4,4,2,3,3,3,1,2,3,2,3,3,4,2,2,4,2,4,2,2,1,3,2,2,1,2,3,2,2,3,4,1,3,3,4,1,1,2,3,2,2,3,1,4,9,3,4,9,3,1,1,1,1,9,10.08333333,2
"4597",1,2,9,2,1,1,1,2,2,2,1,2,9,9,2,1,3,2,4,1,1,2,2,3,1,2,3,2,2,4,4,2,2,2,1,3,3,4,1,4,1,4,1,1,1,2,1,2,4,1,5,4,1,1,1,3,1,2,2,2,3,1,3,1,3,3,4,1,3,3,3,1,9.833333333,2
"827",1,1,2,2,1,2,2,2,2,2,1,2,2,1,3,1,3,2,4,1,1,2,3,1,1,2,3,1,3,4,4,2,1,3,1,3,2,4,1,3,1,1,2,1,1,3,4,2,4,1,5,5,1,2,1,1,1,5,3,1,5,1,2,3,2,5,96,1,1,2,2,9,10.16666667,1
"5377",2,1,3,1,1,1,1,1,2,1,1,2,1,1,4,1,4,1,3,1,1,1,3,2,2,1,2,3,1,4,3,1,1,4,1,4,2,4,1,4,1,4,1,2,2,2,1,1,2,1,5,4,2,2,1,5,4,5,3,4,2,4,3,2,2,5,96,1,1,2,1,9,9.75,3
"7167",1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,4,1,1,1,1,1,1,2,1,1,1,3,4,2,1,1,2,2,1,4,2,1,4,1,1,1,4,1,2,1,4,1,1,1,1,1,1,5,2,4,2,1,1,2,2,1,3,9,3,1,1,1,2,2,10.58333333,1
"711",2,1,4,1,1,1,1,1,1,1,2,1,2,1,3,1,4,2,4,1,1,1,1,1,1,1,1,1,1,4,3,2,2,3,1,4,1,4,1,3,1,3,1,1,3,1,1,2,4,1,5,5,1,1,1,3,1,2,2,4,2,1,2,2,2,3,2,1,1,1,1,9,10.16666667,3
"601",2,3,2,1,1,1,1,1,2,1,1,1,1,1,4,1,4,1,4,1,2,3,3,3,3,1,1,1,3,4,4,2,3,2,1,2,2,4,3,2,2,3,3,2,3,2,1,3,4,1,5,4,1,1,1,2,2,2,2,2,2,2,2,1,3,4,3,1,3,2,3,1,9.666666667,3
"5520",2,3,3,1,1,2,1,1,1,1,1,2,1,2,4,2,4,2,4,2,2,2,3,3,1,1,1,3,1,3,3,2,1,4,1,4,1,4,1,3,1,3,3,1,3,2,1,3,3,1,4,4,2,1,1,3,1,3,1,3,2,3,2,2,3,5,96,1,1,1,2,2,9.833333333,2
"6499",2,1,3,1,1,1,1,1,1,1,1,2,2,2,1,2,4,3,3,2,1,2,3,3,1,1,3,1,1,3,4,2,3,4,2,4,2,3,3,3,3,4,3,3,2,2,1,3,4,1,4,5,3,1,1,2,3,5,2,1,1,3,2,3,2,4,3,1,1,1,1,9,9.916666667,3
"5593",2,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,3,1,1,1,3,2,1,2,4,2,1,4,3,2,4,2,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,1,5,5,2,1,2,3,2,4,3,5,4,2,3,2,3,9,2,1,1,2,1,9,10.58333333,3
"7891",1,2,5,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,1,1,1,3,2,1,2,1,2,2,4,3,2,3,2,1,2,3,2,3,1,1,3,1,1,1,2,2,1,4,1,5,5,2,1,1,2,1,2,2,4,2,1,2,1,2,3,2,1,1,2,1,2,9.75,1
"812",1,1,1,1,1,2,1,1,1,1,1,2,2,3,1,1,3,3,2,1,1,2,4,1,1,1,2,3,2,4,4,1,3,2,2,3,3,1,4,2,3,1,4,2,4,3,1,4,2,1,5,5,3,1,1,2,4,5,1,4,1,3,4,9,3,9,3,2,2,3,2,9,10.33333333,1
"2064",1,3,2,2,2,1,1,2,1,1,1,1,1,1,2,1,4,4,4,1,1,3,4,2,1,1,1,1,1,4,3,3,1,9,1,9,1,4,1,4,1,1,3,1,4,1,1,4,4,1,1,5,4,1,1,1,5,3,3,3,2,3,3,3,99,9,99,9,9,3,3,1,10.91666667,1
"7584",2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,2,1,2,1,2,1,1,1,3,1,3,4,4,2,3,2,3,3,3,1,3,2,2,2,2,4,1,2,2,2,3,1,9,9,1,1,1,2,2,2,2,2,3,2,2,3,2,3,3,1,3,1,3,1,11,2
"831",1,3,2,1,1,2,1,2,2,1,1,1,4,1,1,2,4,3,4,1,3,3,4,1,3,1,4,4,1,1,4,1,1,4,1,4,2,4,1,3,4,3,4,4,1,1,1,1,3,1,2,4,1,2,1,5,5,5,1,5,2,4,5,1,2,5,96,1,2,2,3,1,10.33333333,1
"4256",2,3,4,1,1,1,1,1,1,1,1,2,1,2,4,1,4,3,4,1,1,2,3,1,3,3,1,1,3,3,4,1,1,4,1,4,2,4,1,2,2,1,2,1,1,2,3,1,4,1,5,5,1,2,1,2,2,5,3,5,2,2,2,1,2,2,3,2,3,2,3,1,11.58333333,2
"4815",2,1,1,1,1,2,1,1,2,1,1,1,2,1,3,1,3,2,4,1,4,4,4,4,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,5,5,1,1,1,5,5,5,5,5,4,5,2,2,2,4,2,2,1,2,2,9,10,1
"2482",2,1,5,1,1,1,1,1,1,1,1,1,2,1,4,2,4,1,2,2,1,2,3,2,4,2,1,3,2,1,3,2,2,4,2,9,3,2,2,1,2,3,2,3,9,1,2,1,2,1,3,3,1,1,1,5,4,5,3,4,3,3,2,1,2,3,2,1,1,1,3,1,10.41666667,2
"7144",1,1,1,2,1,1,2,2,1,1,1,2,1,1,4,1,4,1,4,1,2,1,4,4,1,4,2,1,2,3,1,1,1,4,1,9,1,4,4,4,2,4,2,1,3,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,1,2,2,2,9,10.25,1
"6970",1,3,2,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,4,1,3,1,4,2,2,2,4,1,1,4,4,1,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,4,1,5,5,2,1,1,3,2,5,3,2,3,2,2,4,4,4,2,1,3,1,4,2,10.16666667,2
"5872",2,1,4,1,1,1,1,1,1,1,1,1,2,1,2,1,4,3,4,1,2,2,3,3,4,1,3,2,1,4,4,2,1,2,1,4,2,4,1,1,2,2,1,1,1,1,2,1,4,1,3,4,1,1,1,2,1,1,2,5,2,1,2,3,2,4,2,1,1,1,1,9,9.833333333,2
"6164",1,1,5,1,1,2,2,1,1,1,1,2,1,4,4,2,1,1,2,4,4,4,4,3,2,1,1,1,2,4,4,1,4,4,2,4,1,2,2,4,3,4,3,2,4,1,4,4,1,1,9,5,1,4,4,5,4,5,1,3,1,5,5,1,2,3,2,2,1,2,2,2,9.75,1
"1766",1,2,5,1,1,1,1,1,1,1,1,1,1,4,4,2,4,1,3,3,2,2,3,2,3,2,4,1,1,3,4,1,3,4,1,4,1,4,1,3,1,3,1,1,1,1,1,1,4,1,5,5,1,2,1,3,3,4,2,3,2,3,2,2,2,3,2,1,1,2,1,2,10.41666667,3
"1158",1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,4,1,1,1,1,1,1,1,3,3,1,4,1,2,1,2,1,2,2,4,1,3,2,3,3,2,2,1,1,2,3,1,5,4,1,1,1,3,2,3,4,3,3,2,4,1,3,4,3,1,3,1,3,1,10.25,3
"4603",2,1,5,1,1,1,1,1,1,1,1,1,1,2,4,3,4,1,3,2,1,1,3,2,3,1,3,1,1,4,3,1,1,4,1,4,2,4,1,2,2,4,2,1,1,1,2,1,4,1,4,5,4,1,1,2,1,5,2,5,1,2,2,4,2,5,96,1,1,1,1,9,10.41666667,3
"1841",1,1,4,1,1,1,1,1,1,1,1,2,1,2,3,1,4,2,4,1,2,2,2,1,2,1,2,1,2,3,4,2,3,1,3,2,3,1,4,2,2,2,3,2,3,2,3,3,4,1,3,4,1,1,1,4,2,4,2,5,2,2,3,1,2,5,96,1,1,2,1,9,10.5,3
"3842",1,2,3,1,1,1,1,1,2,2,1,2,2,4,4,4,4,2,1,4,2,4,3,2,1,2,3,3,3,4,4,3,2,1,4,1,3,1,4,4,4,4,4,4,2,3,4,4,4,1,5,5,4,1,1,4,1,2,5,2,5,3,2,1,4,4,5,1,3,1,3,1,10.08333333,3
"4774",1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,4,1,2,2,2,1,3,9,3,4,1,2,2,4,9,4,2,4,2,3,1,4,1,2,2,2,3,2,4,1,2,5,2,1,1,5,3,2,4,3,3,1,2,2,2,3,2,2,1,1,2,2,9.916666667,2
"3682",1,1,2,1,1,1,1,1,2,1,1,2,2,1,4,2,3,3,2,2,3,2,3,3,4,3,3,2,1,3,2,3,2,2,2,3,3,3,1,2,2,3,4,3,2,4,3,2,4,1,2,5,1,1,1,3,2,2,3,2,3,3,4,3,2,4,2,1,2,1,2,9,9.833333333,1
"305",1,1,5,1,1,1,1,1,1,1,1,1,1,2,4,2,4,1,3,2,1,2,2,2,2,2,1,1,1,3,3,1,1,4,1,4,2,4,1,1,2,2,2,1,1,1,1,2,2,1,3,4,1,1,1,3,2,3,4,3,2,3,2,1,3,3,4,1,2,1,1,9,10.66666667,3
"1399",1,3,5,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,4,1,1,1,4,4,1,2,1,1,1,2,4,2,2,1,2,1,2,2,2,3,2,2,2,2,1,2,1,1,4,2,6,6,1,1,1,1,1,1,2,1,2,1,2,1,2,3,2,2,3,5,3,1,9.5,1
"1124",1,2,2,1,1,1,1,1,2,1,1,1,1,1,3,1,3,2,3,1,1,1,1,1,1,2,2,3,2,4,4,1,2,3,1,2,2,3,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,3,2,2,2,4,3,1,4,2,3,1,2,2,3,1,9.916666667,1
"2966",1,1,1,2,1,1,2,2,2,1,1,2,1,2,3,1,4,2,3,2,1,1,2,1,1,2,1,1,2,1,4,1,1,4,1,4,2,4,1,2,2,4,2,2,2,2,4,2,4,1,5,5,1,2,2,2,1,3,3,1,2,1,3,1,2,2,2,1,1,1,1,9,10.66666667,2
"3354",2,9,3,1,1,1,1,1,1,1,1,2,2,3,2,2,4,2,4,1,2,3,3,3,2,1,3,2,1,2,4,2,2,4,1,4,2,4,1,3,3,4,3,2,1,1,2,1,4,1,4,5,3,2,1,2,2,2,3,3,1,2,2,1,4,3,2,1,1,1,1,9,10.66666667,2
"1110",1,1,4,1,1,1,1,1,1,1,1,2,9,3,3,1,4,9,2,2,1,1,3,1,1,1,1,1,1,4,4,1,1,4,1,4,1,4,1,1,1,1,1,4,1,2,9,1,4,1,2,5,1,2,1,1,2,3,3,4,4,2,3,3,3,5,96,1,1,1,1,9,9.666666667,2
"406",1,1,3,1,1,2,1,1,1,2,1,2,3,1,3,1,3,3,3,1,1,1,4,1,1,1,3,1,2,4,3,1,1,4,1,4,2,4,1,3,2,1,1,2,1,3,1,3,4,1,2,5,1,1,1,1,1,2,2,2,3,1,3,1,3,5,96,1,1,1,9,9,11.08333333,2
"2618",2,1,5,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,1,2,1,1,1,3,1,1,3,3,1,1,4,1,4,1,4,1,1,1,1,2,3,1,1,1,1,3,1,5,4,1,1,1,2,1,4,3,5,3,2,2,3,2,3,3,1,1,1,1,9,10.5,3
"7542",2,2,3,1,1,1,1,1,1,1,1,1,1,2,4,2,4,1,4,1,1,3,4,3,3,2,3,3,1,4,4,2,2,4,2,3,2,4,2,2,1,3,2,1,2,1,9,1,2,1,5,5,1,1,1,2,2,5,2,5,2,3,1,1,2,4,2,2,3,1,2,2,10.08333333,2
"3993",1,1,4,1,1,2,2,2,1,1,1,2,1,2,1,1,1,3,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,4,1,2,2,4,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,99,1,4,2,1,1,2,9,10.66666667,1
"1446",1,1,5,1,1,2,1,1,1,1,1,2,3,2,2,2,2,2,4,1,1,1,3,1,1,1,3,3,2,4,2,1,1,4,1,4,1,4,1,1,1,1,2,4,2,2,2,3,3,1,5,5,2,1,1,5,4,2,1,3,2,3,2,1,2,5,96,1,1,1,5,9,9.666666667,1
"7429",1,1,3,1,1,2,2,1,1,1,1,2,2,4,1,3,4,2,2,9,1,1,3,2,3,2,1,4,2,3,4,2,1,2,1,3,3,4,1,3,1,3,3,2,1,2,3,2,4,1,3,5,3,1,1,4,2,3,1,4,2,4,3,2,2,5,96,1,1,1,1,9,9.916666667,2
"6965",1,1,3,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,3,2,1,1,9,4,1,1,9,3,1,3,4,1,3,4,2,4,1,3,2,2,1,1,1,1,1,1,1,1,4,1,5,5,2,1,1,5,2,5,3,4,3,5,2,3,2,3,2,1,2,2,3,1,11.16666667,1
"6368",1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,3,2,4,1,3,3,3,3,1,9,2,3,3,3,4,2,3,2,2,3,2,4,2,1,3,4,3,3,1,1,1,1,4,2,6,6,2,1,1,2,2,3,3,3,2,1,3,2,2,3,2,1,3,5,3,1,10.41666667,1
"1061",1,3,2,1,2,1,2,2,1,1,1,1,2,1,2,9,2,9,4,1,1,3,2,1,1,1,1,1,3,3,3,2,1,2,1,2,9,4,1,2,3,3,3,3,3,1,1,1,4,1,3,5,1,3,1,4,1,4,3,2,3,1,2,3,3,3,4,2,3,3,3,1,10.25,1
"651",2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,4,4,4,1,1,3,4,3,3,1,3,1,1,4,4,4,4,2,4,1,4,2,4,4,4,4,4,3,3,3,3,4,4,1,5,5,2,1,1,3,2,3,1,5,2,2,2,1,2,9,5,1,2,1,5,9,9.916666667,2
"659",1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,4,4,1,3,4,2,2,2,1,1,1,3,1,2,2,3,1,1,2,2,2,2,1,2,2,2,1,1,2,5,1,2,1,3,9,2,2,3,4,2,2,2,3,2,3,2,3,2,3,1,10.25,1
"3202",2,1,4,1,2,1,1,2,1,1,1,2,1,2,4,2,4,1,4,1,1,1,3,3,2,1,2,1,2,3,4,1,1,4,1,4,1,4,1,4,1,3,3,2,1,1,2,1,2,1,4,3,2,1,1,1,2,1,2,2,1,1,2,2,2,3,2,1,1,3,1,9,10.08333333,3
"6147",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,1,2,1,3,1,2,2,9.166666667,1
"3593",2,1,4,1,1,1,1,1,1,1,1,1,1,3,4,9,4,1,2,1,1,2,9,3,2,1,3,1,2,3,3,1,1,4,9,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,4,2,1,1,4,4,2,5,3,2,2,2,2,3,5,96,1,1,1,1,9,9.833333333,2
"4660",2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,3,2,3,3,2,1,1,2,3,4,1,2,1,1,4,4,2,2,3,1,4,1,4,2,4,1,4,1,1,1,1,1,1,1,1,5,2,2,1,1,2,3,2,2,4,1,3,2,2,2,9,3,1,1,2,1,9,10.33333333,2
"3014",2,1,3,2,2,1,2,2,2,2,2,2,9,9,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,1,9,4,9,9,9,9,9,2,9,9,9,9,1,6,1,2,1,1,2,1,9,12.33333333,1
"3767",2,1,3,2,1,1,2,1,2,1,1,2,2,4,2,2,2,2,4,4,2,3,4,4,1,4,1,2,2,4,1,1,3,3,2,4,3,2,2,4,4,4,1,1,2,4,3,2,4,1,5,5,2,2,1,3,3,5,1,2,2,1,2,3,4,3,3,1,1,3,2,2,9.75,1
"2197",1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,3,3,2,2,3,4,1,2,2,2,1,3,2,3,4,4,2,1,3,1,4,2,4,1,2,2,2,2,2,2,1,2,2,4,1,4,4,4,2,1,2,2,2,3,3,2,2,2,9,2,9,3,2,2,1,3,1,9.666666667,2
"1870",2,1,2,1,1,1,2,1,2,1,1,2,2,3,3,2,4,3,2,2,1,2,3,3,2,3,3,3,1,4,4,2,1,3,1,4,2,3,1,4,3,3,2,2,3,2,4,2,4,1,5,3,2,1,1,2,1,1,1,1,1,1,1,2,3,5,96,1,1,2,1,9,9.583333333,3
